sentence,label
rabi m3ake w rabi yonsrek alihom ye kingue,1
3ayechek si slim w rabby yekadderek,1
trap of usa good job boy,1
en vous atten anabeul,1
so sweet,1
bnjr w t7arkou chway bellehi,1
ta7ya lifri9i,1
bravo madame abir bravoooooooooooooooo,1
tous avec mr slim,1
j adore manoula i love you,1
koul 3am w enta w tounis w ca 7ayin b5ir,1
bon courrage si slim,1
bravo bravo bravo,1
très beau,1
m3allém wallah,1
f8imo m7leh sotik kol mara tabdi3 fina n7bik barrcha samara,1
yesser tetmalhat,1
ch5asik kan tchedha enti y,1
hedhi el bideya ou mazel mazel,1
boy rabi iwaslo bslama ma belle,1
rebi em3ek pour la tunisie,1
soude9ta fel 9awl,1
wahdik obarrah dima emhablithom,1
simply just wow,1
merci calypsoclub91 hammamet c était juste incroyable shokran hammamet tunisia,1
allah yera7amha,1
rabbi m3ak ya m3allim,1
lem3alim yalzmo ekon howa raiss,1
chapeau bas wlh,1
m3allemm mednini on t aime jusqua geneve,1
bravo jannet,1
new music style,1
et a toi presedent ya mhalem,1
rabi yonsorhom weykoun mahom,1
tnik fel ras,1
sayéé slimani 7md ya rab,1
astaghfar allah wa atoubou ilayhi,1
ya nour winekk chbik m3adech todhher,1
rabi ywaf9ek si moncef,1
bravo w rabi ma3k,1
walah m3alem,1
7abou l3assima to3ed lel mortaz9a,1
rabi ya3tina el9owa,1
bravo et mercii si slim n7ebbouk,1
koll 3aam w annta bi 10000000 khiiiir,1
cha3b ca kolou m3ak,1
snin deyma khouya el ghali,1
inchala 2019 marbou7a bektessse7 big boss,1
thaaaabel taswira machallah 3likom wrabi yhanikom,1
mahlek fattouna toktel,1
chapeau bas president,1
ne5talfo mais lklam el 5ayb la chwaya ihtiram el nass,1
mahlak très jolie j ai bc aime,1
lcapoo bidoun ni9ach,1
7lowa l3afsa,1
aez hhhhh bllhi like w abone,1
quand jecoute cette chonson javais toujours la chaire de poule,1
ken tgossou chaarek coupe carré taw ywatik netsawer,1
braaaaavo cpr il merite,1
enti rajel el mostakbel rabbi yensrek ala khawana,1
rabi yehmihelek,1
m3alem nchalah zina,1
tu a raison lazim nes kol tithamel masoulia m3a b3athha,1
looooool ya blid,1
perfect like always,1
déjà ça rime dans ma tête hhhhhh waaaaaw,1
allah ya7mou zgaw ya rab,1
magnifique khoukha,1
ma7léha lkéswa momo,1
aïd adha moubarak takabala allahou mina wa minkoum,1
ca y est ils sont libres alhamdoullileh,1
tahiya tounisna,1
wasel sa7biii,1
assel rak y a sami dima m3ak,1
slim riahi ya papa,1
inchallah tenja7 3amlya w tchofi weldek 3riss ya rab,1
ha zabbour he4i,1
bravo ya 8oul,1
i5dem ya slouma elkol m3aaaaaaaaaaaaaaaaaaaak,1
inna lellahi we inna ilayhi raji3oun allah yarahmou,1
mabrouk yosr hmd 3la slemtk,1
allah yar7mou w sabre ahlou,1
tooooop sanfara,1
m3alam walahi m3alam,1
kaly yeniiik kol,1
kolna twanssa,1
hhh fibelich si riahi 3andou dhamiir nchalah klemek s7i7,1
enchallah dima farhanin vive ca,1
thank u kafon w brby les mns 8anouha zeda,1
c bien mais 5sara ma3anech attaquant 8oul el9odem,1
bonne anniversair ya si slim,1
nchallah rabbi m3aak ou m33a ca,1
ena netfarej fi 5 mousalsalet fellila 3la youtube,1
yessir 7lowa minnek,1
spotify ye jen,1
rabbi khallina tounis,1
chofilna kais yer9oubi weld jamriya stp,1
incha alah mabrouk,1
5dma bnina sa7a bomaye,1
bravo capo adesso il proggetto di stadio,1
kolna nestanew f saha chribetkom mta3 lyoum,1
mabrouk 3lik ya si slim wenchalah lma5ir,1
rabbi eysahilik slouma we nchallah mabrouk,1
col am wa ca bi elf khir ca mon amour,1
rabi m3ak wecha3b rahou dima m3ak ya a5la présedent,1
3id mabarek,1
hahaha ya slim kamél echri chams fm wsakthom jemla,1
alf mabrouk yetraba fi 3ezekom,1
happy new year mr slim riahi,1
1 klemou sahih mich monefik klem fi samim bravo,1
allahi ychfih we y3afih,1
hhhhh m3alem slouma,1
mabrouk lel ca mabrouk lahla jam3eya wahla joumour,1
aid said wsnine dayma,1
cheddouh mennou haha,1
bravoooooooooooo sanfara big love,1
bravo bien vu,1
rabi m3aak dont worry by happy,1
vive la tunisie éternelle,1
mabrouk yousr,1
enchalla marbou7a,1
wallah yarhem weldik,1
belahi wa9tech enadwa sahafia,1
rabi y9ader lkhir lil tunis,1
si slim inta oustouret l3alim ya m3lem,1
rabi yechfaha w rabi yonsorhom,1
boutoula fi beb jdide ya slouùmaa,1
hata sami kan inachat rw3a c est dommage,1
alech sami marja3ch wlh el barnemej kif i9admo mouleh 5iir,1
le7leybi nedhif 3fif w charfedin chrif ywalla e7wel,1
chbih yedik sanfouer,1
wahra 3andha nessha,1
allah yrahmou,1
ani ma3ke,1
kol am b1000000 khirrrrrrr,1
braaaaavo wlh,1
raby dima m3a el madhlou yonsrou,1
j m,1
galb s7i7 wa7na m3ek,1
raby m3ak kouya slim,1
berasmii raw3aa,1
kont wathah wsarih m3a samir elwafi,1
bonjour cha3b ca 1 2 viva l algerie,1
bon courage si slim rabi m3ak bravoooooo,1
tahin li seda ejnayah,1
nhar la7ad ya m3alem hhhhhhhhh,1
merci bayouta,1
machalah un ange,1
sluma rabbi i5allis wa7lik,1
allah yar7mou il avait ses methodes,1
m3allim ye slouma ye 8aliii,1
a7laaaa manoulaaaaaa,1
rabbi ynajji7 w ykoun mina edhoriya essal7a,1
bravou slim yarhem weldik 5ali echa3b yefhem,1
baraka allah fik ya si slim,1
hawa li jay likom tunis,1
3tit fik thi9a nchalah tkoun felmostawa wrabi m3ak,1
3idek mabrouk w snin deymaaaa,1
oui bravo,1
ghneya hlowa brsha,1
ou na7na im3ak biro7 b dam nifdik ya l efriqui,1
oui ya m3alem cha3eb lafre9i m3ek,1
rahmatou allah 3alèyhi,1
mazel andna chance pour la qualification avec réserve inchallah,1
rabi yhanik sadi9i,1
ahhhhhhhhhhhhhhh ya sloma rak insitni,1
n7bik barcha,1
almlou l égalisation fel baldiaaa ou non hhhhhhh,1
kol 3am w inti bi 1000 5ir,1
jdid ta9tahem,1
rabi m3ena,1
jamila menek ya slouma,1
alla yarhmik wina3mik,1
3aychou slim riyehi,1
a3tihom we 3wenhom mak labes 3lik,1
slim rajel men rjal lifriki,1
vamos c a vive c a merci mr riahi,1
bravo weld bledi,1
brabbi chkoun fi tansikiate siliana,1
b1 dit m3allem,1
akid ajabna,1
rabi ykhalihalik bayouta w rabi yahim ommi,1
bravo vous avez raison ma ydoum fi loued ken hajrou,1
enchalla rabi yfathellhoumlak,1
dhawadi m3allem 9aher edanadik we swahlia meilleur joueur tunisien,1
nchallah yetrabba fi 3ezzkom w hamdella 3ala slemtek,1
track ynik fi rass,1
bombe beautiful mahhlakk maryoma,1
ouiiiiiiii cheb3ann donc mat5oufech mennouuu,1
tres beau rabbi yahfadhom tbarkallah lawled kebrou,1
idi fidik ya si slim fidna winfidouk,1
rabbi yechfih w yechfi kol il moslimine,1
3ametha 3tina lel tarachi 5 d,1
slim riahi ya m3alam wasel wrabi m3ak,1
thank you riahi,1
bravo slouma wasil,1
oh la la,1
rabi yahfadhoulek,1
ina l allah w ina ilayhi raji3oun,1
hhhhh wild 3watef hhh,1
nhebbouuuuu adlene guedioura official ye slouma,1
hhhhhh ma3atech yemchi ltestour netsawrou,1
allaho akber c est un vrai homme rabi yahafdo,1
hayla n9ssha clip zah,1
tarja bi 1000 salama ya slouma ya ghali,1
ahna thikatna kbira fik slim,1
rabi yerhamhom,1
rabi maak sami,1
un grand grand salut bonne continuation,1
ben yahya y a m3alem,1
nchallah tarser,1
anta habiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb jamahiiiiiiiir ennnnnedi elefriiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii9iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,1
bravo doctor,1
klayy ye9tahim,1
slouma ya m 3alem,1
klay la puissance,1
wa7dek pro,1
la mech labes barra letbib chouf chnoua il mochkla,1
rajel ma3lme,1
vazi allez plus haut ca,1
big up bro man alger,1
achkoun iy5alluhom mais je suis avec vous,1
love it 5alini b3id lanwali psycho,1
pearl 10,1
w 3amnewel wine 3aditou,1
taèya le fri9i,1
que t belle je pense que rani ntwaham 3lik,1
rabi iwafgak allahoma la 7assad,1
mahlek w mahla klemek rabbi yonsrek a3la chella el fezda,1
rabi ychfik ya 8oul,1
rabi yar7emhhommm wled bledi bled mabniyaa 3la rass kaleb,1
hmdl 3ala rjou3ou labés mr6,1
viva marruecos y viva tunis,1
allah yarhimha,1
kes7a y bro,1
kol 3am wenti b alf 5ir ya slouma ya 8ali,1
respect m n alger big up,1
allah yar7mou w ysabber ahlou,1
go go patron ca hachtha berjel,1
ekhdem ya zeby rak etiiiiir wlh,1
b9odrit rabi lébéss we marbo7a,1
dima fi alcali efriki,1
tayara un excelent projet pour un debut 2020,1
t3iche iljam3iya,1
ma7lek khaoula rabi ya7fethna enchallh,1
5amsa we5mis 3alik sahbi,1
allah yarhamha w naamha,1
rak m3allem,1
rabi yechfih emine emine emine,1
enchallha ye rabi,1
bentou kbret wzabret,1
t iamo c a,1
eyh eyh im vibing like it,1
tahiya mn moroco,1
slim riahi ya m3allem,1
bravo ya ritte ja ana mennek barcha ya slaiem elghali,1
love you maou,1
emchi letbib,1
rabi yehanik weyefarehak,1
mahlaa esmou,1
mabrouuuk sadi9i inchalah bel hné,1
hata ana knt nsa9si 3luk golt blak hakmato lcorona,1
chritii kebech wela na3ja,1
allh yara7mou,1
rabi m3kom y filastin,1
baaaaaarcha khonn art yaa debbooooo w debo tchedou mn debbouu,1
entouma 7afedhou a3liha,1
music ndhifa bravo,1
el capo nchlh el prisident ejey,1
3idek mabrouk w rabi ikhlilk la famille,1
hushhhhhhhhhhh slouma sidek,1
admin thabtelna fi hedha,1
hmd mardoud behi forza ca,1
lpatron sloumaaaa,1
love 3,1
mahlaaaaa lounek,1
l3a9ba lik,1
eli hfdhha 9bal mt7bett y7oot like,1
eb3ed eb3ed tiiiiiiiiiii eb3ed la rayo jeet,1
kol 3am w ent 7ay bi 1000 5ir,1
rabi m3ak inchalla 7ir,1
nchallah rabi m3ak wenchallah dima mansour ya slouma,1
bravo m s r,1
taraji dawla o 5chnia 3likom,1
anehou thebou akter,1
grand merci patron,1
si slim club ama andeke,1
alah ew akber,1
machallah 3al 3sall,1
asma3 3a rouge ki ybouge,1
jaime jam3ia,1
rabi ywafe9 ya si sliiim,1
attention rana chaab el afriki w soutna rahou kwi,1
tarajji ya dawla hhhhhhhhhhhhh,1
ena n7eb nrachah slim eriahi pour la présidence,1
3idek mabrouk ya m3allleeeeeeeeeeeeeeem,1
leo u look gorgeous,1
motab3a min dzayer,1
god bless you both,1
bravo ya3tih esaha walah,1
mahlehoum el l équipe koul,1
allah yekoun fi awne,1
si slim rabi m3ak o rabi yonesrek 3lihem,1
brabbi seyadat el ra2is 3lech tgoul esalamou 3alaykom fois,1
boutoula fi soussa inchalah,1
vive l algerie wrabi yba3id 3laha wlad la7ram,1
allah yarhamha wesabbar aylitha,1
allah yarhmou,1
twa7chnak y a 9aherhom,1
ghneya 7lowa ama taamil mzya taatina les accords,1
allah yarahmek sab3ouna,1
tte la confiance en vous president,1
nchalh tanjah la3mliya wykamlou hayet jdida y a rabb,1
nchallah tkalmek ma7leha wma7lek,1
e5dem ya m3allem w 5alli ygoulou w ech yhem,1
wa7dek ya slouma loooooooooool,1
hahahaha sahaaaa,1
n3awnouuh bl vu w j aime beleehi,1
allahi yer7mou,1
kol 3am wentom b1000 5iiir ca,1
cha3b maak ye si slim,1
truly amazing,1
mbrouk 3linaa,1
hahaha ya mar7ba,1
bitawfik inchallah,1
m3alem era5 la,1
ta7ya ejam3ia,1
al9ab w tatwijét hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1
rabbi yensrek,1
brovo fehri1 gharbiikarim,1
j adore ya sohbi,1
hhh nfathlk,1
nchallahy marbou7a,1
lotfii sahiit tbard 3a l galbbb ya za777,1
thabli machaa ellah 3lik kherjet 3lik,1
sami the king,1
tata sameh,1
oh baya 3morha 57,1
bravo sanfour gati majebch feha,1
3leh ma7kitelnech 3la l origine ta3ah yaani chnu lmasder mta3ah,1
la tunisie wsh c est tellement bieeenn,1
bravou beb jdid dima fel 9alb el boumaye,1
alah yar7emha wisabr 3ayltha wma tchouna ela an ycheee alah,1
sbeh ennour,1
best combination sabraa and khormo,1
first btw xdd,1
ta7ya jazyr 1000000000000000 5ir,1
hh yebta chwaya d,1
allah ywaf9ik ya dktour24,1
ma3lem bon jour,1
wali enti ra2iss ya slouma w9adem ro7ik li2enti5abet,1
b1 dit nchalh nal9ou chkoun yesma3 ha lekleem,1
mabrouk el tunis,1
in cha allah dima far7an cheyi5 ya slumaa,1
ylawej ala el buzz,1
a7na m3ak y a batal,1
nharek assaad el ayyem,1
allah yerhmhaaa,1
bravo wasl,1
slouma wahdek ya m3alem,1
billehi be9i jouerete winhhom,1
alh ralb bsah kayne rabi,1
chnoi 7kayet chemes fm,1
kol 3am ou enti b1000 5ir,1
bnj sloumaa,1
enchalah zina la crp,1
enti dima mwahar,1
isnin deyma incha allah ou rabi waf9ek,1
m7leha wtetek bercha,1
bravo ya ma3ellim ya kbiiiiiiiiiiiiiiiiiiir,1
twensa kan yetkhaylou za3ma,1
mahlek dima mnaoura ya bayouta,1
alan yarhmou,1
7ata ana yasoroni,1
ma7lha ca,1
nsee ili famma nedi kbire esmo il taraji,1
yachbhou lebhadhoum,1
oihdek ya slouma le club fiha rjell,1
kol 3am w tounes b alf 5ir,1
m3allam ma fich klam,1
alah yar7mo wi na3mo,1
je ss marocain wanmouuuut a3la tabona tensiya,1
allah yar7mo w nachalla fi jana ya rab,1
amiiiiiin ya rab,1
hhhhhhhhhhh chneya slouma tfasses fehom hhhhhhhhhhhhhh,1
allah yera7mou,1
this shittt is liiiiiit,1
3alayhi afdel essalet wssalem,1
bravo slim cest toute la verité milles bravo,1
to say ti amo,1
rabi mak ya si jamel,1
cpr ente maf5aret tounes wafa5roun lene jemi3en,1
bravo slim raihi,1
ya sameh raw wfee l mousalsel,1
tres bien dit bravo,1
a9wa massma3et wllh big up,1
léfri9i y dawllla ryé7i y ta7ann,1
si slim bedou zeki yarhem bouk ifri9i faw9a jami3,1
bien dis big boss,1
sliem eryahie y a rajel m en talyie hhhh,1
mabrouk mabrouk yousr,1
inssen ey 7eb ye5dem bladouuuuuuuuuuuuuuu,1
alah yarhmi,1
mala feeling ya debbi,1
rabi yahmik lina ya ma3lem,1
masra7eya nej7a,1
ca akbr mankom,1
kol 3am w enta b1000 5ir,1
alllah yarhmo,1
rakkk m3alemmmm ya mr marzou9ii,1
roo3b roo3b rooo3b bravo,1
el7amdoula jiti min foussana wchrraftina,1
m3lem yabga dima m3lem 5ali enabara yaklo fi b3dhom,1
inchallah el ya39oubi,1
mabrouk mais winou el mahsnii,1
m3alem wala m3alem un vrai léon hhhhhhhhhhhh,1
si vrai saloum 7ta hawa lyji ytla3 3lih,1
labes b9odret rabi nedarkou f partiyét lijayin nchlh zina,1
3idkoum mabrouk,1
m3alem slim belehi dima afdhahoum w mtkhafech,1
5ouya rabi yet9abel,1
bent baladi,1
inchallah zina min 3ad wild css,1
c est un vrai homme ye chaab kounou maa,1
akhla9 taraji,1
snine daima w kol 3me winta bkire,1
bravooooo hlowa bercha,1
gamer oui,1
lkbir kbir forza ca,1
rabii m3ahom algerie telhelna bel club tounès taw enathmouha a7na,1
7mdl 3andkom basket tjiblkom fi titrowet hhhh,1
alah yarhmouuuuuuuuuu,1
bravo si slim rabi y5alik el jomhour el4alya,1
ala i love you so much,1
l7out 3lik ya bayouta ya mzyêna,1
hahom rjel edawla,1
jenjoon bravo,1
hhhhh wallah wahdik ya slouma,1
rabbi ma3ek wa nahna 3ana fik confiance,1
el maou,1
boooooooooooooooooooommm boooooooooom booooooomm wowwww,1
5tone min hachabani w dawlethom alhonne bjam3iyetne yehdikom,1
ghnya kima hkka injm y3mlha kn armstra hhhhh,1
degla w 3sal,1
mouche mochkla,1
rabi ywafa9kom wtet7a9a9 kol amanikom amin,1
sanfara location swiss production tunisian car made italian hotel trivago,1
slim rye7i arra2is lmounesib filmaken lmounesib y,1
bravo ghadaa,1
rabi efadelhomlek ya sloma,1
dhaouadi chbih ltaw massa7a7 télhénna bih kéttfol ya slouma,1
si lmhafa toz,1
kol 3am w inta b5ir w tounis b5ir,1
oui c vraii klemek allah ghalebbb,1
cha3b lefri9i kolo m3ak ya m3alm,1
litoile rahi dawla 3likom,1
ma7lak ya rayesna kaddakish modest rabbi m3ak,1
m3àlèèm yà si sliiiiim,1
taw chkoun bech nenta5bou za3ma hhhh,1
jdrrrrr mahlèkom mabrook,1
inchallah ya rabbi yalzemhom ikounou rjel,1
klaay the king,1
lila 3rci ou bach ntzaber fi lkourci,1
rabi maak et bonne chance,1
and like always good job,1
rabi y5alihoulek w yfar7ek bih w inchallah itchoufo kif matetmana,1
kol 3em wenti rais ca,1
slim rabi me3ak,1
bavooooooooooooo jen,1
great job,1
belhak zid fakrou rahou fisa3 yansa,1
aidkom mabrouk wa plein de joie et de bonheur,1
rabi dima maa el haq,1
0 02 yekhy lebes war9a ocb,1
7loua barcha,1
rabi m3ana forza ca el8alia wta7iyati,1
3la 5atrak ne5dmou ya slouma el 8ali,1
e5dem a3la rou7ik rabi em3ak,1
rabbi m3ak wejomhour lefri9i m3ak ya si slim,1
brabi wa9tech fil 9ourwen,1
chnaya yechrilkom ya haykel,1
slouma y m3alem fosza ca,1
umbru ou tehya falstin bar tawa toht min 3ini,1
inchaalah dima labes,1
rabi yar7emha nchallh,1
ma7lekom bravo n7ebkom barcha,1
ema hak tasma3 g eazy,1
pour mr moncef marzouki,1
enti rajel w sid erjel rabbi m3ak wena m3ak,1
ci sssslim hhh,1
bravoooo slouma patran wled jam3eya dima fel 9aleb wenty bravoo,1
yaaetik 1000 saha mraaaa w nosss,1
3ana kaf2et fi kick boxing 3lech matetlhech bina weda3emna wetwaselna,1
samara w klay w el castro presque f 1h,1
slouùma ya m3além,1
enchaaalaa rabiii yechfiiiiih,1
abonnement virage b 100 dinars s7i7a ya5i la7kiya,1
allah iwf9ou,1
zayd m3ak hh,1
sbeh ennour ya m3alem,1
winkoum winkoum win commtaretkom,1
rjou3 rabiii,1
rajel w sid irrjel rabbi ya7efdho,1
chaab lefrigui kolo maak khatrek rajel,1
alah yarhmw,1
hhhhhhhhhhhh blid barcha,1
slouma rabbi yitkabil,1
oops hhhhhhh,1
mabrouk li cha3b w lik ya rayiis,1
thana ya slouma cha3ib ca ikolou m3ak,1
zaghwen mafihech amen lol,1
we love you 5awla,1
bourjouliya ana ca mais mouch klam hada,1
el ab rou7 linadi efri9i w ebnerrou7 l ca,1
raby ywaslo b saleeemm,1
rabbi maake jmhoure elgalya maake,1
hhh ad3ouli yarani rabi ysahli fi khtabti,1
booooooooooooooooooonnnnnnnnnn annniiiiifffffff,1
j aiiiiiiiiiiiiime,1
yeser 7low makeup sa7a,1
baya im fan,1
maalem ya slim t un vrai big boss,1
rabi yfadhal7olek,1
3am sa3id w kol 3am wa anadi elifri9i b1000 khayer,1
allaho akbar inna lillah wa inna ilayhi larajioun allah yarhamha,1
rabi m3ana nchallah,1
kol 3am wenti b 10000000 khir slouma,1
c a ya 3elim,1
enchala wenti slim ra7i chakerin 3la ma9demtihw lanedi laferi9i,1
allah yara7mou w yej3el masweh ejjanah,1
taraji dima fel bel,1
hhhhhhhhhhhhhhhhhhhhhhhhh slouma ya 9aherhom,1
ness lkoul blhi abounné ala chaini w merci,1
hhhhhhhhhhhhhhhhhhhh wa7dek y slouma 9aher edandouk d,1
tu nous as manqué,1
nissrine nissrine,1
choufelna tasjil mel marsa 7atta hya fiha waw,1
lotf 3lik m elmarara sa5aftni wallah,1
thawret 17 decembre mouch 14 janvier,1
i love girls,1
im dead x,1
allah yar7mou wiyna3mou,1
bi kolli 7azm nsaha,1
to9tol ma7laaaaak,1
heda howa el film bruhhhhhhhh,1
bravo bien dit president,1
borjoulya slouma patron zeyed,1
bravo mala dharba kadhia lil dandouk vive ca,1
saha le nouveau look tata maryouma,1
non ya lotfi mouch men 3weydek nchalaaah l mena3 khir,1
bravo sliim ca,1
rabiii m3akkk,1
3salllllllllllll rakkkkkkkkk,1
59 allf i7book kamel e5dem rajl w na7na m3ak,1
bravo ca wyaslim 5alik flkora,1
cardi b fel good,1
félicitation et bravooooooooooooooooooooooooooooooo,1
rabi chafiha nchlah man algr,1
attaqant afum,1
belehi fahmouna ech fama,1
lah yberel,1
e5dmou rabi m3akom,1
a7na m3aaaaak wera5 le,1
incha allah el3a9ba lil 1 000 000 et plus,1
ca ca ca ca ca daaaaaaaaaaaaaaaawlllllllllllllllllllllllaaaaaaaaaaaaaaaaa,1
snin deyma oukol 3am 7ay ebkhir,1
bravo wasel wmaihemek fi klam ennas,1
bravo dr marzouki rabi ikathir min amthalik,1
a7na fiin w houma fiin,1
akid che3b ca 7ahter dime,1
teslm elome eli jebtek wechkoun 7abe yefehma leklame hatha,1
maebouha 5odoi nchala,1
rabby yekhalliholek slim,1
rabi im3ak wasil koun kasa7,1
slim yé m3alem,1
saha ya patron,1
jamahir ca dimma em3ak,1
rabi ywaf9ik lblad hathi may7bouch chkoun yenja7,1
rabbi yfarrij 3lik patron,1
bravooooooooooooooooooo si slim,1
tayra jeen joon 9wiyya barcha bro,1
hamoudiya hahahahahajajaja,1
wiiiiiiw from kuwait,1
rabbi ithabbet 5atwetik wya3del mizenik fi l7a9,1
kol 3am wanta balf 5ir,1
slouma notre président,1
page création des photos wallpaper pour le club africain,1
alef mabroukkkkk,1
lwahid li fahem tunis,1
alh yr7amou,1
hamrouni aïcha uii uiii s7ii7,1
rabi m3ak wcha3b ca m3ak,1
bravo yar7am loum ili jabitik,1
gg sanfara w gati walah tanja3 bravo,1
rabi ydhaher il7a9 rabi m3ak,1
kolona m3a slim erye7i,1
mabrouk si slim estahel kol 5ir,1
zey 3anag,1
botoula beb jdid nchalah,1
schniya hiya il mufeja,1
mla zabour chokun m3ya liké,1
yaserrrr feelings,1
sfa9sia dawla w 5china 3liikom ya nari 3likom heeey,1
mouzika chbeba w klem 7low,1
slim le grand big boss de toute la tunisie,1
au tejer too ma cherie,1
3ejbatak si slim,1
dima m3ha,1
nar ya sanfour,1
beraka allah fika wa kol 3am tounes bi 10000 5ayr,1
hmd ala slamtek,1
rabbi maa ca dima,1
rajil 3andou fi mou5ou w 3andou fi jibou,1
mnawer sanfour,1
rabie ikawik alihomme,1
ca bro7i nefdiha,1
m3alem ta slouma,1
sa7a très belle,1
chnia 7keyat anderson ya jma3a,1
hethè howa el matloub ye si slim,1
avec tout le respect klay,1
tbarkalah 3lik 5oya li weslou mouch 5ir menek bon continuation,1
barrdelna 3ala 9loubna ya slouma ya m3allem,1
fekret semi el fehri,1
chbikm talebtouch 9ball hhhhhhhhh,1
allah ykatar dariya saliha kima hada allah ybarak 3lih,1
layna7ik 3lina ca 3a9liya,1
lhobbbb rakkk,1
koulou ammmmmmmmmmmmmmm wenti wel ayylaaaaaaa b1000khir,1
fi ay 9arar rana m3ak,1
bellehi a3touna s7i7 rana ma3adech fehmin chay,1
rabi 5alik ya si slim matet 5alech 3lih,1
inchallah tekon inti raies,1
notre president,1
trés bien slouma l4ali,1
bnj ya m3alame,1
chnia la5ba 3ala,1
a9wa recrutement merci president,1
tabaraka allah alikom inchallah rabbi yaatikom el kouaa,1
khasek titre m3a dinin ta3na canon16,1
ca san3et kayes point a la linye,1
rabi ye7mik bsetro slouma,1
ched kourtek wa yezi fouk,1
rabi yo9bel eme 3andek barcha 5edme testene fik,1
chnia 7keyet samba sow,1
kotlek nadrti fik matkibech koua kbira,1
ahna dimma ma3k,1
mala ons hedhi mashabha,1
amine ya rab el alamine,1
or9es or9es ya wadiiii3 hhhhh,1
bien dit mr slim tounis faw9a el kol,1
m3allim si slim,1
oussema mbarki,1
alah yar7em omkom,1
raby y5alik lina ya raissna la3ziz,1
anti m3alme w ntmana kan jite anti le président,1
kouki rajol l marhla,1
bravo patron b1 dit,1
m3allm slouma w msg jé fi wa9tou,1
fanén wdhawa9,1
