sentence,label,length,word_list
iltaw mazilt raiiiiiiis jam3iya ya wildi law7 3lik,0,8,"['iltaw', 'mazilt', 'raiiiiiiis', 'jam3iya', 'ya', 'wildi', 'law7', '3lik']"
rabi ywaf9ek w bonne continuation slouma,1,6,"['rabi', 'ywaf9ek', 'w', 'bonne', 'continuation', 'slouma']"
awel marra narref esmou,1,4,"['awel', 'marra', 'narref', 'esmou']"
dhaherli ma yelzemna ken errjou3 lchera3,0,6,"['dhaherli', 'ma', 'yelzemna', 'ken', 'errjou3', 'lchera3']"
rabi m3ek si slim le9dar lezem,1,6,"['rabi', 'm3ek', 'si', 'slim', 'le9dar', 'lezem']"
looooooooooooool chou chkoun ya7ki 3ad,0,5,"['looooooooooooool', 'chou', 'chkoun', 'ya7ki', '3ad']"
atawa y3ardhoulek fi doura,0,4,"['atawa', 'y3ardhoulek', 'fi', 'doura']"
kesah bro,1,2,"['kesah', 'bro']"
heka mouch vbi7a ente eli t3alem bara zid et3alem,0,9,"['heka', 'mouch', 'vbi7a', 'ente', 'eli', 't3alem', 'bara', 'zid', 'et3alem']"
sa7a sanfour musica bnina 3al le5irrr,1,6,"['sa7a', 'sanfour', 'musica', 'bnina', '3al', 'le5irrr']"
sa7a warrina kifch tla3,1,4,"['sa7a', 'warrina', 'kifch', 'tla3']"
ya aabir ya moujrima ya charmouta imarat,0,7,"['ya', 'aabir', 'ya', 'moujrima', 'ya', 'charmouta', 'imarat']"
inti jam3ya mè gadithèch t7ib tsayir dawla hhhhhhhh,0,8,"['inti', 'jam3ya', 'mè', 'gadithèch', 't7ib', 'tsayir', 'dawla', 'hhhhhhhh']"
klach meriem,0,2,"['klach', 'meriem']"
viva forza club africain ti amo amor,1,7,"['viva', 'forza', 'club', 'africain', 'ti', 'amo', 'amor']"
aslim elkaleb elka 5ouh,0,4,"['aslim', 'elkaleb', 'elka', '5ouh']"
labes nchalh chwaya saber pas plus,1,6,"['labes', 'nchalh', 'chwaya', 'saber', 'pas', 'plus']"
lesm 3alesm wrabi yjib l9asem,1,5,"['lesm', '3alesm', 'wrabi', 'yjib', 'l9asem']"
aya njik na3emlou 1,1,4,"['aya', 'njik', 'na3emlou', '1']"
niheytek me te3jebch,0,3,"['niheytek', 'me', 'te3jebch']"
ey w 9anet leclub kifeh eli w3dtna biha,0,8,"['ey', 'w', '9anet', 'leclub', 'kifeh', 'eli', 'w3dtna', 'biha']"
bjah rabi ya si slim chidinna el jam3ia,1,8,"['bjah', 'rabi', 'ya', 'si', 'slim', 'chidinna', 'el', 'jam3ia']"
brabi n7eb neshel anis ben mime labesseeee hhhhhhhhhhhhhhhhhhhhhhhhhh,1,8,"['brabi', 'n7eb', 'neshel', 'anis', 'ben', 'mime', 'labesseeee', 'hhhhhhhhhhhhhhhhhhhhhhhhhh']"
eni m3akom de tous les temps,1,6,"['eni', 'm3akom', 'de', 'tous', 'les', 'temps']"
allah ychafiha w y3afiha inchallah ya rab,1,7,"['allah', 'ychafiha', 'w', 'y3afiha', 'inchallah', 'ya', 'rab']"
karoui yosra oui je crois,1,5,"['karoui', 'yosra', 'oui', 'je', 'crois']"
joyeux anniversaire w nchalah rabi yfadhlou,1,6,"['joyeux', 'anniversaire', 'w', 'nchalah', 'rabi', 'yfadhlou']"
enchallah barka taskirek letounsia mouch tbandir lenah9a,1,7,"['enchallah', 'barka', 'taskirek', 'letounsia', 'mouch', 'tbandir', 'lenah9a']"
awel partage min3andi,1,3,"['awel', 'partage', 'min3andi']"
m3alm bro big love 3oud jib m3ak l5nicher,1,8,"['m3alm', 'bro', 'big', 'love', '3oud', 'jib', 'm3ak', 'l5nicher']"
pffffffffffffffffffffff malla ra7a,1,3,"['pffffffffffffffffffffff', 'malla', 'ra7a']"
bon chance capo,1,3,"['bon', 'chance', 'capo']"
mabrouuuk jvm,1,2,"['mabrouuuk', 'jvm']"
ahouma etta7ana mte3 lebled,0,4,"['ahouma', 'etta7ana', 'mte3', 'lebled']"
on espere ca,1,3,"['on', 'espere', 'ca']"
khoya bakitna rabi ychafiha,1,4,"['khoya', 'bakitna', 'rabi', 'ychafiha']"
3lina wa3lik sloumma,1,3,"['3lina', 'wa3lik', 'sloumma']"
3a9rab martou,0,2,"['3a9rab', 'martou']"
slim ye ma3lem,1,3,"['slim', 'ye', 'ma3lem']"
kol 7aja fi blasetha ama hathi 7aja bahya menou,1,9,"['kol', '7aja', 'fi', 'blasetha', 'ama', 'hathi', '7aja', 'bahya', 'menou']"
chokran slim rye7i,1,3,"['chokran', 'slim', 'rye7i']"
mabrouuk djoo,1,2,"['mabrouuk', 'djoo']"
incallah ynasini fi alexis,1,4,"['incallah', 'ynasini', 'fi', 'alexis']"
nidhal dsl sahby hhhhhhh,0,4,"['nidhal', 'dsl', 'sahby', 'hhhhhhh']"
hhhhhh ti tawa fibelkom illi slimkom ta7an,0,7,"['hhhhhh', 'ti', 'tawa', 'fibelkom', 'illi', 'slimkom', 'ta7an']"
haja raw3a yeser sahbi rabi ywafkek,1,6,"['haja', 'raw3a', 'yeser', 'sahbi', 'rabi', 'ywafkek']"
enchalah belotf 3lik frero lkolna m3ak w forza ca,1,9,"['enchalah', 'belotf', '3lik', 'frero', 'lkolna', 'm3ak', 'w', 'forza', 'ca']"
00000000000 rak,0,2,"['00000000000', 'rak']"
kol 3am wal 8alia bi 5ayr,1,6,"['kol', '3am', 'wal', '8alia', 'bi', '5ayr']"
nchala rabi yechfih,1,3,"['nchala', 'rabi', 'yechfih']"
mala kaffffffff fi9 3asssba,0,4,"['mala', 'kaffffffff', 'fi9', '3asssba']"
chmata feka chyeb garouma lol,1,5,"['chmata', 'feka', 'chyeb', 'garouma', 'lol']"
aiment ça,1,2,"['aiment', 'ça']"
etelhe b siyesa wseyeb lclub gteltna bel bass,0,8,"['etelhe', 'b', 'siyesa', 'wseyeb', 'lclub', 'gteltna', 'bel', 'bass']"
rabbi yberkelkom,1,2,"['rabbi', 'yberkelkom']"
tnektou bl autotune,0,3,"['tnektou', 'bl', 'autotune']"
allah yar7mek ya las3ed 9aleb assad,1,6,"['allah', 'yar7mek', 'ya', 'las3ed', '9aleb', 'assad']"
hade litestahel etakrim,1,3,"['hade', 'litestahel', 'etakrim']"
b9itou ken tekdhbou 3lina,0,4,"['b9itou', 'ken', 'tekdhbou', '3lina']"
allah yar7mou et mr6 king,1,5,"['allah', 'yar7mou', 'et', 'mr6', 'king']"
1 vu djazair,1,3,"['1', 'vu', 'djazair']"
9oub3a howa essbab,0,3,"['9oub3a', 'howa', 'essbab']"
bhim go3r w ta77an mouch barcha,0,6,"['bhim', 'go3r', 'w', 'ta77an', 'mouch', 'barcha']"
wahdek ya maallem,1,3,"['wahdek', 'ya', 'maallem']"
ech3on yetfaraj fi 2020,1,4,"['ech3on', 'yetfaraj', 'fi', '2020']"
bara neni ya marzouki dawartaha ma3arethe,0,6,"['bara', 'neni', 'ya', 'marzouki', 'dawartaha', 'ma3arethe']"
sliiiiiiiim ya m3alem vive le c africain,1,7,"['sliiiiiiiim', 'ya', 'm3alem', 'vive', 'le', 'c', 'africain']"
tfarejt fi anime death note majebech chay jdid,0,8,"['tfarejt', 'fi', 'anime', 'death', 'note', 'majebech', 'chay', 'jdid']"
e5dem 3ala rou7ek rana ma3ak ya ma3alem,1,7,"['e5dem', '3ala', 'rou7ek', 'rana', 'ma3ak', 'ya', 'ma3alem']"
koul3am oint 1000 rir king,1,5,"['koul3am', 'oint', '1000', 'rir', 'king']"
good video,1,2,"['good', 'video']"
mala nokta blice yahki 3al elfassed,0,6,"['mala', 'nokta', 'blice', 'yahki', '3al', 'elfassed']"
mashallah vraiment jolie fekih ahlem,1,5,"['mashallah', 'vraiment', 'jolie', 'fekih', 'ahlem']"
la force,1,2,"['la', 'force']"
ras zeby wja3ni vraiment ebdeeeee3,1,5,"['ras', 'zeby', 'wja3ni', 'vraiment', 'ebdeeeee3']"
rabi m3ana wenchallah slouma yzid yfara7na,1,6,"['rabi', 'm3ana', 'wenchallah', 'slouma', 'yzid', 'yfara7na']"
min france intaba3 fikom dima,1,5,"['min', 'france', 'intaba3', 'fikom', 'dima']"
bravo ma3llem,1,2,"['bravo', 'ma3llem']"
jabriya 7alloulha sormha barcha wmalla sketch yfatte9 bel lemsata,0,9,"['jabriya', '7alloulha', 'sormha', 'barcha', 'wmalla', 'sketch', 'yfatte9', 'bel', 'lemsata']"
plzzzzzzzzzzzzzzzzzzzzzzzz j,1,2,"['plzzzzzzzzzzzzzzzzzzzzzzzz', 'j']"
in7ibo e ca 3alamiya si slim intiro tiran,1,8,"['in7ibo', 'e', 'ca', '3alamiya', 'si', 'slim', 'intiro', 'tiran']"
hani jawali ana famech 20malyoun in3awin bahem rou7i,0,8,"['hani', 'jawali', 'ana', 'famech', '20malyoun', 'in3awin', 'bahem', 'rou7i']"
mqla rik berrid,0,3,"['mqla', 'rik', 'berrid']"
bravo capitano,1,2,"['bravo', 'capitano']"
hata had ma sawet lil salem mr,0,7,"['hata', 'had', 'ma', 'sawet', 'lil', 'salem', 'mr']"
7assan cha7atta ya slim,0,4,"['7assan', 'cha7atta', 'ya', 'slim']"
bravo llasker et a tout les policiers wel harass,1,9,"['bravo', 'llasker', 'et', 'a', 'tout', 'les', 'policiers', 'wel', 'harass']"
la nouvelle troika ca upl tunisia holding,1,7,"['la', 'nouvelle', 'troika', 'ca', 'upl', 'tunisia', 'holding']"
dislikes ktar mn vues lol,0,5,"['dislikes', 'ktar', 'mn', 'vues', 'lol']"
youyou bkh,1,2,"['youyou', 'bkh']"
bravo je kiff,1,3,"['bravo', 'je', 'kiff']"
non je pense pas,1,4,"['non', 'je', 'pense', 'pas']"
3mal 3ar 7ata houwa,0,4,"['3mal', '3ar', '7ata', 'houwa']"
bara nik omek ya slim riahi sidek hamdi meddeb,0,9,"['bara', 'nik', 'omek', 'ya', 'slim', 'riahi', 'sidek', 'hamdi', 'meddeb']"
qualité video toooooppp,1,3,"['qualité', 'video', 'toooooppp']"
troooo belle bayouta,1,3,"['troooo', 'belle', 'bayouta']"
wahadek ya m3alem,1,3,"['wahadek', 'ya', 'm3alem']"
nchallh marbou7a botoula beb jdid,1,5,"['nchallh', 'marbou7a', 'botoula', 'beb', 'jdid']"
5ater sme3et el meddeb iheb 3ali jobou 3ena,1,8,"['5ater', 'sme3et', 'el', 'meddeb', 'iheb', '3ali', 'jobou', '3ena']"
lazim ithakimou itrabilsi é ben bilgasim mahkma askaria,0,8,"['lazim', 'ithakimou', 'itrabilsi', 'é', 'ben', 'bilgasim', 'mahkma', 'askaria']"
chesmha tofla hedhi malla 9onbla,1,5,"['chesmha', 'tofla', 'hedhi', 'malla', '9onbla']"
vraimentttttttttttttttttttt superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr 3 3,1,4,"['vraimentttttttttttttttttttt', 'superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr', '3', '3']"
slim riahi niveau nul ta3ti fi rayek,0,7,"['slim', 'riahi', 'niveau', 'nul', 'ta3ti', 'fi', 'rayek']"
allah yar7ma eisem7a wina3ma beljanna,1,5,"['allah', 'yar7ma', 'eisem7a', 'wina3ma', 'beljanna']"
mazyana ama a5sara,1,3,"['mazyana', 'ama', 'a5sara']"
bara n3n bouk wa slim,0,5,"['bara', 'n3n', 'bouk', 'wa', 'slim']"
icha3b fi dhméntek ye doc marzou9i widhamén rabi,1,8,"['icha3b', 'fi', 'dhméntek', 'ye', 'doc', 'marzou9i', 'widhamén', 'rabi']"
taraji 8niya 3la tinbirkem la da3i lilhalwasa,0,7,"['taraji', '8niya', '3la', 'tinbirkem', 'la', 'da3i', 'lilhalwasa']"
allah yehlko hal metkhalf,0,4,"['allah', 'yehlko', 'hal', 'metkhalf']"
slim riahi le presente inchallah,1,5,"['slim', 'riahi', 'le', 'presente', 'inchallah']"
tawa hedhe ra2is tawa a555555555555,0,5,"['tawa', 'hedhe', 'ra2is', 'tawa', 'a555555555555']"
mala jared,0,2,"['mala', 'jared']"
slouma yé m3allém,1,3,"['slouma', 'yé', 'm3allém']"
bjeh rabi geka il momthela me7lega wi mazyineha mchallah,1,9,"['bjeh', 'rabi', 'geka', 'il', 'momthela', 'me7lega', 'wi', 'mazyineha', 'mchallah']"
bou a3sba,0,2,"['bou', 'a3sba']"
dima nesma3 w nifarej fik wma nichba3ech,1,7,"['dima', 'nesma3', 'w', 'nifarej', 'fik', 'wma', 'nichba3ech']"
nchallah rabbi m3ahom,1,3,"['nchallah', 'rabbi', 'm3ahom']"
tesnim fans bik à sanfara ou thebek,1,7,"['tesnim', 'fans', 'bik', 'à', 'sanfara', 'ou', 'thebek']"
toines ya ma a3liha,0,4,"['toines', 'ya', 'ma', 'a3liha']"
fisa3 ya slim zahhhhh wink,0,5,"['fisa3', 'ya', 'slim', 'zahhhhh', 'wink']"
freret t3 nammi,0,3,"['freret', 't3', 'nammi']"
kol 3am w enti b 1920 5ir ya m3allem,1,9,"['kol', '3am', 'w', 'enti', 'b', '1920', '5ir', 'ya', 'm3allem']"
dima l m3alem jonjon,1,4,"['dima', 'l', 'm3alem', 'jonjon']"
enta wala hama lhamami 2 nchalah yanja7 wa7id fikoum,1,9,"['enta', 'wala', 'hama', 'lhamami', '2', 'nchalah', 'yanja7', 'wa7id', 'fikoum']"
7ata kelma 3al batala w edhrab gabes ma7kithech,0,8,"['7ata', 'kelma', '3al', 'batala', 'w', 'edhrab', 'gabes', 'ma7kithech']"
elmaryoul 9adeh min loun me5id mine hhh,1,7,"['elmaryoul', '9adeh', 'min', 'loun', 'me5id', 'mine', 'hhh']"
allah yara7mou wisaber 3ayelta,1,4,"['allah', 'yara7mou', 'wisaber', '3ayelta']"
ech jeb makka elbouhjat yahasra alachiboub,0,6,"['ech', 'jeb', 'makka', 'elbouhjat', 'yahasra', 'alachiboub']"
allah yechfik èmin y,1,4,"['allah', 'yechfik', 'èmin', 'y']"
j adore le cadeau,1,4,"['j', 'adore', 'le', 'cadeau']"
berassmi miboun we ma fama 7ata moubarer,0,7,"['berassmi', 'miboun', 'we', 'ma', 'fama', '7ata', 'moubarer']"
a7la jm3ia wa7la raeiss jm3ia brafoo slim erya7i,1,8,"['a7la', 'jm3ia', 'wa7la', 'raeiss', 'jm3ia', 'brafoo', 'slim', 'erya7i']"
zabouromkom ma9bahkom bachir wil islem we din,0,7,"['zabouromkom', 'ma9bahkom', 'bachir', 'wil', 'islem', 'we', 'din']"
enti ensen fechel,0,3,"['enti', 'ensen', 'fechel']"
barcha dislike,0,2,"['barcha', 'dislike']"
hay walet zabour,1,3,"['hay', 'walet', 'zabour']"
echnouwa et7eb etwari,0,3,"['echnouwa', 'et7eb', 'etwari']"
lazem yab9a m3a ca,1,4,"['lazem', 'yab9a', 'm3a', 'ca']"
battel rapp,0,2,"['battel', 'rapp']"
cba3eb elgalia koulhom m3ak,1,4,"['cba3eb', 'elgalia', 'koulhom', 'm3ak']"
m3ak rabi king,1,3,"['m3ak', 'rabi', 'king']"
rabi yhfdkom nchlh,1,3,"['rabi', 'yhfdkom', 'nchlh']"
antpma 3titou amma bassem w baalouch,0,6,"['antpma', '3titou', 'amma', 'bassem', 'w', 'baalouch']"
mela bandit,0,2,"['mela', 'bandit']"
3aleh haka si lotfi 9adeh tnejim tenbiz ye3tik douda,1,9,"['3aleh', 'haka', 'si', 'lotfi', '9adeh', 'tnejim', 'tenbiz', 'ye3tik', 'douda']"
samidoune samidoune le nehebou lmawta le na5cha lmi7ane,1,8,"['samidoune', 'samidoune', 'le', 'nehebou', 'lmawta', 'le', 'na5cha', 'lmi7ane']"
hhhhhhhhhhhhhhhhhhhh malla sel3a,1,3,"['hhhhhhhhhhhhhhhhhhhh', 'malla', 'sel3a']"
you re so amazing,1,4,"['you', 're', 'so', 'amazing']"
mabrouk alina rabi im3ana,1,4,"['mabrouk', 'alina', 'rabi', 'im3ana']"
big tits,1,2,"['big', 'tits']"
antouma esbab fi kol chay bara yhlikhom,0,7,"['antouma', 'esbab', 'fi', 'kol', 'chay', 'bara', 'yhlikhom']"
rabi mahk president,1,3,"['rabi', 'mahk', 'president']"
makg ragl,0,2,"['makg', 'ragl']"
chawart ejbali avant d ecrire ces mots,1,7,"['chawart', 'ejbali', 'avant', 'd', 'ecrire', 'ces', 'mots']"
salihovic rou7 nayek ban9es nabar felpage,0,6,"['salihovic', 'rou7', 'nayek', 'ban9es', 'nabar', 'felpage']"
7lel 3lihom 7ram 3lina,0,4,"['7lel', '3lihom', '7ram', '3lina']"
allah yar7mou wlkolna liha hathi machi2et allah,1,7,"['allah', 'yar7mou', 'wlkolna', 'liha', 'hathi', 'machi2et', 'allah']"
3omra ma9boula inchallah,1,3,"['3omra', 'ma9boula', 'inchallah']"
rabi yahami tuinse,1,3,"['rabi', 'yahami', 'tuinse']"
c scandaleuuuuxxx yezzi wa9fouuh sport fi tounes meeerdaaa,0,8,"['c', 'scandaleuuuuxxx', 'yezzi', 'wa9fouuh', 'sport', 'fi', 'tounes', 'meeerdaaa']"
chfama la7assa fi tounes,0,4,"['chfama', 'la7assa', 'fi', 'tounes']"
keep it up,1,3,"['keep', 'it', 'up']"
tih douda ma7leh 9adeh mahthoum,1,5,"['tih', 'douda', 'ma7leh', '9adeh', 'mahthoum']"
walah fdhihit tounis ha maryem dabegh 3ar mitnakil,0,8,"['walah', 'fdhihit', 'tounis', 'ha', 'maryem', 'dabegh', '3ar', 'mitnakil']"
rabi yekalik lina ya imjaninhom,1,5,"['rabi', 'yekalik', 'lina', 'ya', 'imjaninhom']"
ahhhhhhhhhhhhhhhhhh ala tounes el meskina,0,5,"['ahhhhhhhhhhhhhhhhhh', 'ala', 'tounes', 'el', 'meskina']"
kelmha s7i7,0,2,"['kelmha', 's7i7']"
akraz ra2is w abham ra2is fi terikh tounes,0,8,"['akraz', 'ra2is', 'w', 'abham', 'ra2is', 'fi', 'terikh', 'tounes']"
walah top ,1,3,"['walah', 'top', '']"
waw mala swayt ithhabi ila al jahim aycha 3tiya,0,9,"['waw', 'mala', 'swayt', 'ithhabi', 'ila', 'al', 'jahim', 'aycha', '3tiya']"
cha3b yourid mazoooooooo fi alifri9i,1,5,"['cha3b', 'yourid', 'mazoooooooo', 'fi', 'alifri9i']"
barra k,0,2,"['barra', 'k']"
people must wake up,1,4,"['people', 'must', 'wake', 'up']"
fawzi chbih seket wlh nsitou ili maakom,0,7,"['fawzi', 'chbih', 'seket', 'wlh', 'nsitou', 'ili', 'maakom']"
t7iti 9lili lwlid lkim hka brvo,1,6,"['t7iti', '9lili', 'lwlid', 'lkim', 'hka', 'brvo']"
nchallah marbou7,1,2,"['nchallah', 'marbou7']"
nesma 9a7bet kol il 3ayla,0,5,"['nesma', '9a7bet', 'kol', 'il', '3ayla']"
pffff walah wa7id mnajamsh yor9od mil a3sab,0,7,"['pffff', 'walah', 'wa7id', 'mnajamsh', 'yor9od', 'mil', 'a3sab']"
ahla wasahla,1,2,"['ahla', 'wasahla']"
alah yar7mek ya sbou3i,1,4,"['alah', 'yar7mek', 'ya', 'sbou3i']"
ahla soura,1,2,"['ahla', 'soura']"
lotf w bra,1,3,"['lotf', 'w', 'bra']"
stalin homme d acier 3yidchi 3la bejbouj,1,7,"['stalin', 'homme', 'd', 'acier', '3yidchi', '3la', 'bejbouj']"
ta7 fikom sami lfehri w ben gharbia,0,7,"['ta7', 'fikom', 'sami', 'lfehri', 'w', 'ben', 'gharbia']"
ca dawlaaa,1,2,"['ca', 'dawlaaa']"
ne7na cha3eb lbasit 8air 9adrin lina rabi,1,7,"['ne7na', 'cha3eb', 'lbasit', '8air', '9adrin', 'lina', 'rabi']"
degoulas tkallm bel3arbi ki kadder rabbi,1,6,"['degoulas', 'tkallm', 'bel3arbi', 'ki', 'kadder', 'rabbi']"
castro 5ir mnek,0,3,"['castro', '5ir', 'mnek']"
chtarha rachwa,0,2,"['chtarha', 'rachwa']"
rajel ya m3alem ya slouma,1,5,"['rajel', 'ya', 'm3alem', 'ya', 'slouma']"
wahbi bellahi a3tina wa7id barka innajim ca tawwa,1,8,"['wahbi', 'bellahi', 'a3tina', 'wa7id', 'barka', 'innajim', 'ca', 'tawwa']"
ahna maak,1,2,"['ahna', 'maak']"
chma3neha sbay7iya,1,2,"['chma3neha', 'sbay7iya']"
chay kbir mala 7ala,1,4,"['chay', 'kbir', 'mala', '7ala']"
aimez ma page ouled jam3itii,1,5,"['aimez', 'ma', 'page', 'ouled', 'jam3itii']"
amazing ahlem,1,2,"['amazing', 'ahlem']"
braaaaa vvvvvvv ooooooooo,1,3,"['braaaaa', 'vvvvvvv', 'ooooooooo']"
bravo bourjoulia ama fibali kafon wallah,1,6,"['bravo', 'bourjoulia', 'ama', 'fibali', 'kafon', 'wallah']"
alleh ya ri7mo wi ysiber famile mta3o,1,7,"['alleh', 'ya', 'ri7mo', 'wi', 'ysiber', 'famile', 'mta3o']"
rabbi maak ye si sli,1,5,"['rabbi', 'maak', 'ye', 'si', 'sli']"
nchallah y a rabbi,1,4,"['nchallah', 'y', 'a', 'rabbi']"
yousra bent rjel bravo,1,4,"['yousra', 'bent', 'rjel', 'bravo']"
le hydra filler mask je l adore,1,7,"['le', 'hydra', 'filler', 'mask', 'je', 'l', 'adore']"
etta9o allah men ajlé benè tunis lènè jami3an,0,8,"['etta9o', 'allah', 'men', 'ajlé', 'benè', 'tunis', 'lènè', 'jami3an']"
sebsi non,0,2,"['sebsi', 'non']"
abdo mela hatena meli rjaaht hasitek maskel walit,1,8,"['abdo', 'mela', 'hatena', 'meli', 'rjaaht', 'hasitek', 'maskel', 'walit']"
chkoun 7atta 25,0,3,"['chkoun', '7atta', '25']"
akahaw 3am kais ne3bdouh,0,4,"['akahaw', '3am', 'kais', 'ne3bdouh']"
chafto hadk mol vista ver ki g3ad ykahal,0,8,"['chafto', 'hadk', 'mol', 'vista', 'ver', 'ki', 'g3ad', 'ykahal']"
khit ma3andi man9oul la sout w la akhle9,0,8,"['khit', 'ma3andi', 'man9oul', 'la', 'sout', 'w', 'la', 'akhle9']"
faitkom gitare hhhhhh,0,3,"['faitkom', 'gitare', 'hhhhhh']"
nshalah nasm3ou des recrutements behin barcha ya si slim,1,9,"['nshalah', 'nasm3ou', 'des', 'recrutements', 'behin', 'barcha', 'ya', 'si', 'slim']"
mba3ed 3achra snin hazitou el boutoula ou belghoura,0,8,"['mba3ed', '3achra', 'snin', 'hazitou', 'el', 'boutoula', 'ou', 'belghoura']"
a9wa music,1,2,"['a9wa', 'music']"
wahdek ya slouma mnawerna dima,1,5,"['wahdek', 'ya', 'slouma', 'mnawerna', 'dima']"
ekhiiiiiiiiiiiiiiiiiiiiih zanatir,0,2,"['ekhiiiiiiiiiiiiiiiiiiiiih', 'zanatir']"
bravo si sliim,1,3,"['bravo', 'si', 'sliim']"
kol am wnti bkhir,1,4,"['kol', 'am', 'wnti', 'bkhir']"
big bose,1,2,"['big', 'bose']"
hloaaaaaaaaaaaa el montage raw33333a,1,4,"['hloaaaaaaaaaaaa', 'el', 'montage', 'raw33333a']"
oilah nistana fih bi il t9i9a ou draj,1,8,"['oilah', 'nistana', 'fih', 'bi', 'il', 't9i9a', 'ou', 'draj']"
3malt chariket 3malt termtek,0,4,"['3malt', 'chariket', '3malt', 'termtek']"
nshallah alf mabrouk,1,3,"['nshallah', 'alf', 'mabrouk']"
bonjour brabi yézi kazouni gbal mayfout lfout et merci,1,9,"['bonjour', 'brabi', 'yézi', 'kazouni', 'gbal', 'mayfout', 'lfout', 'et', 'merci']"
bien mercie,1,2,"['bien', 'mercie']"
kol 3am w enta be 5ir,1,6,"['kol', '3am', 'w', 'enta', 'be', '5ir']"
haw lprofetioneel 3la 9a3da ya 7bibi wa7deek ya slouma,1,9,"['haw', 'lprofetioneel', '3la', '9a3da', 'ya', '7bibi', 'wa7deek', 'ya', 'slouma']"
brabi lac téba3 tunis 1 ou tunis 2 merci,1,9,"['brabi', 'lac', 'téba3', 'tunis', '1', 'ou', 'tunis', '2', 'merci']"
uugh girll,1,2,"['uugh', 'girll']"
bonne journee bjehrabbi dhawadi,1,4,"['bonne', 'journee', 'bjehrabbi', 'dhawadi']"
mahlehoum nes bledi inchallah youthmer ya slim,1,7,"['mahlehoum', 'nes', 'bledi', 'inchallah', 'youthmer', 'ya', 'slim']"
tatara bsara7a,0,2,"['tatara', 'bsara7a']"
jadoor la belle femme,1,4,"['jadoor', 'la', 'belle', 'femme']"
inchalla kol 3am w inta b 1000 khir,1,8,"['inchalla', 'kol', '3am', 'w', 'inta', 'b', '1000', 'khir']"
inchalla maytawalch kima il makhlou3,0,5,"['inchalla', 'maytawalch', 'kima', 'il', 'makhlou3']"
slim ria7i inti dima le patron mercii,1,7,"['slim', 'ria7i', 'inti', 'dima', 'le', 'patron', 'mercii']"
belehi yja lel gasserinn,1,4,"['belehi', 'yja', 'lel', 'gasserinn']"
braavvvooo nchlh dema nej7yyn u met2al9yn wled bledi,1,8,"['braavvvooo', 'nchlh', 'dema', 'nej7yyn', 'u', 'met2al9yn', 'wled', 'bledi']"
rabbi yonsorna,1,2,"['rabbi', 'yonsorna']"
oh yousterk yousterk tal9h enchllha fi waldek,1,7,"['oh', 'yousterk', 'yousterk', 'tal9h', 'enchllha', 'fi', 'waldek']"
mabrouk sousou rabby yehmikom,1,4,"['mabrouk', 'sousou', 'rabby', 'yehmikom']"
enti rajel miboun,0,3,"['enti', 'rajel', 'miboun']"
rabi ifarej 3li3,1,3,"['rabi', 'ifarej', '3li3']"
tawe el5edma w ma9alet nase,1,5,"['tawe', 'el5edma', 'w', 'ma9alet', 'nase']"
rabi ichfih lotf,1,3,"['rabi', 'ichfih', 'lotf']"
lakouba liya ndi li nhaaaabb d3ouli khawti,1,7,"['lakouba', 'liya', 'ndi', 'li', 'nhaaaabb', 'd3ouli', 'khawti']"
la bravo la chay dima na8m zmam ya man,0,9,"['la', 'bravo', 'la', 'chay', 'dima', 'na8m', 'zmam', 'ya', 'man']"
cha3b el5aliyai m3ak,1,3,"['cha3b', 'el5aliyai', 'm3ak']"
tfouh 3likom di zouz,0,4,"['tfouh', '3likom', 'di', 'zouz']"
kinda cringy,0,2,"['kinda', 'cringy']"
la rayou e zaynaaaa,1,4,"['la', 'rayou', 'e', 'zaynaaaa']"
allah yarahmo w yna3mo,1,4,"['allah', 'yarahmo', 'w', 'yna3mo']"
inti malam alech tkalit a ca bech yardaw lokrin,1,9,"['inti', 'malam', 'alech', 'tkalit', 'a', 'ca', 'bech', 'yardaw', 'lokrin']"
hhhhhh malla jerdhen,0,3,"['hhhhhh', 'malla', 'jerdhen']"
berou7 w dam néfdikkk ya ca,1,6,"['berou7', 'w', 'dam', 'néfdikkk', 'ya', 'ca']"
hhjhh rit wela balkchi 3alem f 3elm sawari5 lestratijia,0,9,"['hhjhh', 'rit', 'wela', 'balkchi', '3alem', 'f', '3elm', 'sawari5', 'lestratijia']"
rak 3sal sinya,1,3,"['rak', '3sal', 'sinya']"
yee zeby hedha fech nesanou aandna barcha bomayey,0,8,"['yee', 'zeby', 'hedha', 'fech', 'nesanou', 'aandna', 'barcha', 'bomayey']"
walah sindide w 9albak abyad,1,5,"['walah', 'sindide', 'w', '9albak', 'abyad']"
orgos orgos,0,2,"['orgos', 'orgos']"
rabi m3ak si slim ourabi wetwallahom,1,6,"['rabi', 'm3ak', 'si', 'slim', 'ourabi', 'wetwallahom']"
big boos,1,2,"['big', 'boos']"
rabi issahilik nchallah min feyzin ya rab,1,7,"['rabi', 'issahilik', 'nchallah', 'min', 'feyzin', 'ya', 'rab']"
bilehi batil il rap,0,4,"['bilehi', 'batil', 'il', 'rap']"
ma3ml fi kol wuilaua yu,0,5,"['ma3ml', 'fi', 'kol', 'wuilaua', 'yu']"
